# Huayan Robotics HR_S50-2000 Point-to-Point Trajectory
# Generated: 2026-02-01
# Contact: yuesj@huayan-robotics.com
# Website: https://www.huayan-robotics.com
#
# Start (deg): 0.00, -90.00, 90.00, 0.00, -90.00, 0.00
# Goal (deg): 45.00, -60.00, 60.00, 30.00, -60.00, 45.00
# Total time: 25.46 s
# Sample rate: 250.00 Hz
# Points: 6366
#
# Units: time(s), position(deg), velocity(deg/s), acceleration(deg/s^2)
#
time,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc
12.832000,22.6701,-74.8866,74.8866,15.1134,-74.8866,22.6701,0.0954,0.0636,-0.0636,0.0636,0.0636,0.0954,-16.4477,-10.9651,10.9651,-10.9651,-10.9651,-16.4477
12.836000,22.6704,-74.8864,74.8864,15.1136,-74.8864,22.6704,0.0401,0.0267,-0.0267,0.0267,0.0267,0.0401,-11.0810,-7.3873,7.3873,-7.3873,-7.3873,-11.0810
12.840000,22.6704,-74.8864,74.8864,15.1136,-74.8864,22.6704,0.0077,0.0051,-0.0051,0.0051,0.0051,0.0077,-5.0257,-3.3505,3.3505,-3.3505,-3.3505,-5.0257
12.844000,22.6705,-74.8864,74.8864,15.1136,-74.8864,22.6705,0.0009,0.0006,-0.0006,0.0006,0.0006,0.0009,1.6985,1.1323,-1.1323,1.1323,1.1323,1.6985
12.848000,22.6705,-74.8863,74.8863,15.1137,-74.8863,22.6705,0.0207,0.0138,-0.0138,0.0138,0.0138,0.0207,8.1109,5.4073,-5.4073,5.4073,5.4073,8.1109
12.852000,22.6707,-74.8862,74.8862,15.1138,-74.8862,22.6707,0.0648,0.0432,-0.0432,0.0432,0.0432,0.0648,13.8220,9.2147,-9.2147,9.2147,9.2147,13.8220
12.856000,22.6710,-74.8860,74.8860,15.1140,-74.8860,22.6710,0.1304,0.0869,-0.0869,0.0869,0.0869,0.1304,18.8575,12.5717,-12.5717,12.5717,12.5717,18.8575
12.860000,22.6717,-74.8855,74.8855,15.1145,-74.8855,22.6717,0.2148,0.1432,-0.1432,0.1432,0.1432,0.2148,23.2431,15.4954,-15.4954,15.4954,15.4954,23.2431
12.864000,22.6728,-74.8848,74.8848,15.1152,-74.8848,22.6728,0.3155,0.2103,-0.2103,0.2103,0.2103,0.3155,27.0048,18.0032,-18.0032,18.0032,18.0032,27.0048
12.868000,22.6743,-74.8838,74.8838,15.1162,-74.8838,22.6743,0.4301,0.2867,-0.2867,0.2867,0.2867,0.4301,30.1682,20.1121,-20.1121,20.1121,20.1121,30.1682
12.872000,22.6762,-74.8825,74.8825,15.1175,-74.8825,22.6762,0.5561,0.3707,-0.3707,0.3707,0.3707,0.5561,32.7592,21.8395,-21.8395,21.8395,21.8395,32.7592
12.876000,22.6787,-74.8808,74.8808,15.1192,-74.8808,22.6787,0.6914,0.4609,-0.4609,0.4609,0.4609,0.6914,34.8036,23.2024,-23.2024,23.2024,23.2024,34.8036
12.880000,22.6818,-74.8788,74.8788,15.1212,-74.8788,22.6818,0.8338,0.5559,-0.5559,0.5559,0.5559,0.8338,36.3272,24.2182,-24.2182,24.2182,24.2182,36.3272
12.884000,22.6854,-74.8764,74.8764,15.1236,-74.8764,22.6854,0.9814,0.6543,-0.6543,0.6543,0.6543,0.9814,37.3559,24.9039,-24.9039,24.9039,24.9039,37.3559
12.888000,22.6896,-74.8736,74.8736,15.1264,-74.8736,22.6896,1.1321,0.7547,-0.7547,0.7547,0.7547,1.1321,37.9153,25.2769,-25.2769,25.2769,25.2769,37.9153
12.892000,22.6945,-74.8704,74.8704,15.1296,-74.8704,22.6945,1.2841,0.8561,-0.8561,0.8561,0.8561,1.2841,38.0313,25.3542,-25.3542,25.3542,25.3542,38.0313
12.896000,22.6999,-74.8667,74.8667,15.1333,-74.8667,22.6999,1.4358,0.9572,-0.9572,0.9572,0.9572,1.4358,37.7298,25.1532,-25.1532,25.1532,25.1532,37.7298
12.900000,22.7059,-74.8627,74.8627,15.1373,-74.8627,22.7059,1.5854,1.0569,-1.0569,1.0569,1.0569,1.5854,37.0364,24.6909,-24.6909,24.6909,24.6909,37.0364
12.904000,22.7126,-74.8583,74.8583,15.1417,-74.8583,22.7126,1.7316,1.1544,-1.1544,1.1544,1.1544,1.7316,35.9771,23.9847,-23.9847,23.9847,23.9847,35.9771
12.908000,22.7198,-74.8535,74.8535,15.1465,-74.8535,22.7198,1.8728,1.2485,-1.2485,1.2485,1.2485,1.8728,34.5776,23.0517,-23.0517,23.0517,23.0517,34.5776
12.912000,22.7276,-74.8483,74.8483,15.1517,-74.8483,22.7276,2.0078,1.3385,-1.3385,1.3385,1.3385,2.0078,32.8637,21.9091,-21.9091,21.9091,21.9091,32.8637
12.916000,22.7358,-74.8428,74.8428,15.1572,-74.8428,22.7358,2.1353,1.4235,-1.4235,1.4235,1.4235,2.1353,30.8612,20.5741,-20.5741,20.5741,20.5741,30.8612
12.920000,22.7446,-74.8369,74.8369,15.1631,-74.8369,22.7446,2.2543,1.5029,-1.5029,1.5029,1.5029,2.2543,28.5959,19.0639,-19.0639,19.0639,19.0639,28.5959
12.924000,22.7539,-74.8308,74.8308,15.1692,-74.8308,22.7539,2.3638,1.5758,-1.5758,1.5758,1.5758,2.3638,26.0937,17.3958,-17.3958,17.3958,17.3958,26.0937
12.928000,22.7635,-74.8243,74.8243,15.1757,-74.8243,22.7635,2.4628,1.6418,-1.6418,1.6418,1.6418,2.4628,23.3803,15.5869,-15.5869,15.5869,15.5869,23.3803
12.932000,22.7736,-74.8176,74.8176,15.1824,-74.8176,22.7736,2.5505,1.7004,-1.7004,1.7004,1.7004,2.5505,20.4815,13.6543,-13.6543,13.6543,13.6543,20.4815
12.936000,22.7839,-74.8107,74.8107,15.1893,-74.8107,22.7839,2.6264,1.7509,-1.7509,1.7509,1.7509,2.6264,17.4232,11.6154,-11.6154,11.6154,11.6154,17.4232
12.940000,22.7945,-74.8036,74.8036,15.1964,-74.8036,22.7945,2.6897,1.7932,-1.7932,1.7932,1.7932,2.6897,14.2311,9.4874,-9.4874,9.4874,9.4874,14.2311
12.944000,22.8054,-74.7964,74.7964,15.2036,-74.7964,22.8054,2.7401,1.8267,-1.8267,1.8267,1.8267,2.7401,10.9310,7.2873,-7.2873,7.2873,7.2873,10.9310
12.948000,22.8165,-74.7890,74.7890,15.2110,-74.7890,22.8165,2.7771,1.8514,-1.8514,1.8514,1.8514,2.7771,7.5488,5.0325,-5.0325,5.0325,5.0325,7.5488
12.952000,22.8276,-74.7816,74.7816,15.2184,-74.7816,22.8276,2.8004,1.8669,-1.8669,1.8669,1.8669,2.8004,4.1102,2.7401,-2.7401,2.7401,2.7401,4.1102
12.956000,22.8388,-74.7741,74.7741,15.2259,-74.7741,22.8388,2.8099,1.8733,-1.8733,1.8733,1.8733,2.8099,0.6411,0.4274,-0.4274,0.4274,0.4274,0.6411
12.960000,22.8501,-74.7666,74.7666,15.2334,-74.7666,22.8501,2.8055,1.8704,-1.8704,1.8704,1.8704,2.8055,-2.8328,-1.8885,1.8885,-1.8885,-1.8885,-2.8328
12.964000,22.8613,-74.7592,74.7592,15.2408,-74.7592,22.8613,2.7873,1.8582,-1.8582,1.8582,1.8582,2.7873,-6.2856,-4.1904,4.1904,-4.1904,-4.1904,-6.2856
12.968000,22.8724,-74.7518,74.7518,15.2482,-74.7518,22.8724,2.7553,1.8369,-1.8369,1.8369,1.8369,2.7553,-9.6916,-6.4611,6.4611,-6.4611,-6.4611,-9.6916
12.972000,22.8833,-74.7445,74.7445,15.2555,-74.7445,22.8833,2.7098,1.8066,-1.8066,1.8066,1.8066,2.7098,-13.0250,-8.6833,8.6833,-8.6833,-8.6833,-13.0250
12.976000,22.8940,-74.7373,74.7373,15.2627,-74.7373,22.8940,2.6512,1.7675,-1.7675,1.7675,1.7675,2.6512,-16.2598,-10.8399,10.8399,-10.8399,-10.8399,-16.2598
12.980000,22.9045,-74.7303,74.7303,15.2697,-74.7303,22.9045,2.5799,1.7200,-1.7200,1.7200,1.7200,2.5799,-19.3704,-12.9136,12.9136,-12.9136,-12.9136,-19.3704
12.984000,22.9146,-74.7236,74.7236,15.2764,-74.7236,22.9146,2.4965,1.6643,-1.6643,1.6643,1.6643,2.4965,-22.3310,-14.8873,14.8873,-14.8873,-14.8873,-22.3310
12.988000,22.9244,-74.7170,74.7170,15.2830,-74.7170,22.9244,2.4015,1.6010,-1.6010,1.6010,1.6010,2.4015,-25.1156,-16.7438,16.7438,-16.7438,-16.7438,-25.1156
12.992000,22.9338,-74.7108,74.7108,15.2892,-74.7108,22.9338,2.2958,1.5305,-1.5305,1.5305,1.5305,2.2958,-27.6987,-18.4658,18.4658,-18.4658,-18.4658,-27.6987
12.996000,22.9428,-74.7048,74.7048,15.2952,-74.7048,22.9428,2.1802,1.4535,-1.4535,1.4535,1.4535,2.1802,-30.0542,-20.0361,20.0361,-20.0361,-20.0361,-30.0542
13.000000,22.9513,-74.6992,74.6992,15.3008,-74.6992,22.9513,2.0557,1.3705,-1.3705,1.3705,1.3705,2.0557,-32.1565,-21.4376,21.4376,-21.4376,-21.4376,-32.1565
13.004000,22.9592,-74.6939,74.6939,15.3061,-74.6939,22.9592,1.9233,1.2822,-1.2822,1.2822,1.2822,1.9233,-33.9797,-22.6531,22.6531,-22.6531,-22.6531,-33.9797
13.008000,22.9666,-74.6889,74.6889,15.3111,-74.6889,22.9666,1.7843,1.1895,-1.1895,1.1895,1.1895,1.7843,-35.4980,-23.6653,23.6653,-23.6653,-23.6653,-35.4980
13.012000,22.9735,-74.6843,74.6843,15.3157,-74.6843,22.9735,1.6398,1.0932,-1.0932,1.0932,1.0932,1.6398,-36.6856,-24.4571,24.4571,-24.4571,-24.4571,-36.6856
13.016000,22.9798,-74.6802,74.6802,15.3198,-74.6802,22.9798,1.4913,0.9942,-0.9942,0.9942,0.9942,1.4913,-37.5168,-25.0112,25.0112,-25.0112,-25.0112,-37.5168
13.020000,22.9854,-74.6764,74.6764,15.3236,-74.6764,22.9854,1.3402,0.8935,-0.8935,0.8935,0.8935,1.3402,-37.9656,-25.3104,25.3104,-25.3104,-25.3104,-37.9656
13.024000,22.9905,-74.6730,74.6730,15.3270,-74.6730,22.9905,1.1881,0.7921,-0.7921,0.7921,0.7921,1.1881,-38.0064,-25.3376,25.3376,-25.3376,-25.3376,-38.0064
13.028000,22.9949,-74.6701,74.6701,15.3299,-74.6701,22.9949,1.0367,0.6911,-0.6911,0.6911,0.6911,1.0367,-37.6133,-25.0755,25.0755,-25.0755,-25.0755,-37.6133
13.032000,22.9988,-74.6675,74.6675,15.3325,-74.6675,22.9988,0.8878,0.5919,-0.5919,0.5919,0.5919,0.8878,-36.7605,-24.5070,24.5070,-24.5070,-24.5070,-36.7605
13.036000,23.0020,-74.6653,74.6653,15.3347,-74.6653,23.0020,0.7433,0.4955,-0.4955,0.4955,0.4955,0.7433,-35.4222,-23.6148,23.6148,-23.6148,-23.6148,-35.4222
13.040000,23.0047,-74.6635,74.6635,15.3365,-74.6635,23.0047,0.6051,0.4034,-0.4034,0.4034,0.4034,0.6051,-33.5726,-22.3817,22.3817,-22.3817,-22.3817,-33.5726
13.044000,23.0069,-74.6621,74.6621,15.3379,-74.6621,23.0069,0.4754,0.3169,-0.3169,0.3169,0.3169,0.4754,-31.1859,-20.7906,20.7906,-20.7906,-20.7906,-31.1859
13.048000,23.0085,-74.6610,74.6610,15.3390,-74.6610,23.0085,0.3564,0.2376,-0.2376,0.2376,0.2376,0.3564,-28.2363,-18.8242,18.8242,-18.8242,-18.8242,-28.2363
13.052000,23.0098,-74.6602,74.6602,15.3398,-74.6602,23.0098,0.2503,0.1669,-0.1669,0.1669,0.1669,0.2503,-24.6980,-16.4653,16.4653,-16.4653,-16.4653,-24.6980
13.056000,23.0106,-74.6596,74.6596,15.3404,-74.6596,23.0106,0.1596,0.1064,-0.1064,0.1064,0.1064,0.1596,-20.5452,-13.6968,13.6968,-13.6968,-13.6968,-20.5452
13.060000,23.0111,-74.6593,74.6593,15.3407,-74.6593,23.0111,0.0868,0.0579,-0.0579,0.0579,0.0579,0.0868,-15.7521,-10.5014,10.5014,-10.5014,-10.5014,-15.7521
13.064000,23.0113,-74.6591,74.6591,15.3409,-74.6591,23.0113,0.0345,0.0230,-0.0230,0.0230,0.0230,0.0345,-10.2929,-6.8619,6.8619,-6.8619,-6.8619,-10.2929
13.068000,23.0114,-74.6591,74.6591,15.3409,-74.6591,23.0114,0.0054,0.0036,-0.0036,0.0036,0.0036,0.0054,-4.1417,-2.7611,2.7611,-2.7611,-2.7611,-4.1417
13.072000,23.0114,-74.6591,74.6591,15.3409,-74.6591,23.0114,0.0022,0.0015,-0.0015,0.0015,0.0015,0.0022,2.6077,1.7385,-1.7385,1.7385,1.7385,2.6077
13.076000,23.0114,-74.6591,74.6591,15.3409,-74.6591,23.0114,0.0255,0.0170,-0.0170,0.0170,0.0170,0.0255,8.9236,5.9491,-5.9491,5.9491,5.9491,8.9236
13.080000,23.0116,-74.6589,74.6589,15.3411,-74.6589,23.0116,0.0727,0.0485,-0.0485,0.0485,0.0485,0.0727,14.5416,9.6944,-9.6944,9.6944,9.6944,14.5416
13.084000,23.0120,-74.6587,74.6587,15.3413,-74.6587,23.0120,0.1410,0.0940,-0.0940,0.0940,0.0940,0.1410,19.4875,12.9916,-12.9916,12.9916,12.9916,19.4875
13.088000,23.0128,-74.6582,74.6582,15.3418,-74.6582,23.0128,0.2277,0.1518,-0.1518,0.1518,0.1518,0.2277,23.7870,15.8580,-15.8580,15.8580,15.8580,23.7870
13.092000,23.0139,-74.6574,74.6574,15.3426,-74.6574,23.0139,0.3304,0.2203,-0.2203,0.2203,0.2203,0.3304,27.4660,18.3107,-18.3107,18.3107,18.3107,27.4660
13.096000,23.0154,-74.6564,74.6564,15.3436,-74.6564,23.0154,0.4467,0.2978,-0.2978,0.2978,0.2978,0.4467,30.5504,20.3669,-20.3669,20.3669,20.3669,30.5504
13.100000,23.0175,-74.6550,74.6550,15.3450,-74.6550,23.0175,0.5741,0.3827,-0.3827,0.3827,0.3827,0.5741,33.0658,22.0438,-22.0438,22.0438,22.0438,33.0658
13.104000,23.0200,-74.6533,74.6533,15.3467,-74.6533,23.0200,0.7105,0.4736,-0.4736,0.4736,0.4736,0.7105,35.0381,23.3587,-23.3587,23.3587,23.3587,35.0381
13.108000,23.0231,-74.6512,74.6512,15.3488,-74.6512,23.0231,0.8537,0.5691,-0.5691,0.5691,0.5691,0.8537,36.4931,24.3287,-24.3287,24.3287,24.3287,36.4931
13.112000,23.0269,-74.6488,74.6488,15.3512,-74.6488,23.0269,1.0018,0.6678,-0.6678,0.6678,0.6678,1.0018,37.4566,24.9711,-24.9711,24.9711,24.9711,37.4566
13.116000,23.0312,-74.6459,74.6459,15.3541,-74.6459,23.0312,1.1527,0.7685,-0.7685,0.7685,0.7685,1.1527,37.9544,25.3029,-25.3029,25.3029,25.3029,37.9544
13.120000,23.0361,-74.6426,74.6426,15.3574,-74.6426,23.0361,1.3048,0.8699,-0.8699,0.8699,0.8699,1.3048,38.0123,25.3416,-25.3416,25.3416,25.3416,38.0123
13.124000,23.0416,-74.6389,74.6389,15.3611,-74.6389,23.0416,1.4563,0.9708,-0.9708,0.9708,0.9708,1.4563,37.6562,25.1041,-25.1041,25.1041,25.1041,37.6562
13.128000,23.0477,-74.6348,74.6348,15.3652,-74.6348,23.0477,1.6055,1.0704,-1.0704,1.0704,1.0704,1.6055,36.9117,24.6078,-24.6078,24.6078,24.6078,36.9117
13.132000,23.0544,-74.6304,74.6304,15.3696,-74.6304,23.0544,1.7511,1.1674,-1.1674,1.1674,1.1674,1.7511,35.8047,23.8698,-23.8698,23.8698,23.8698,35.8047
13.136000,23.0617,-74.6255,74.6255,15.3745,-74.6255,23.0617,1.8915,1.2610,-1.2610,1.2610,1.2610,1.8915,34.3611,22.9074,-22.9074,22.9074,22.9074,34.3611
13.140000,23.0696,-74.6203,74.6203,15.3797,-74.6203,23.0696,2.0256,1.3504,-1.3504,1.3504,1.3504,2.0256,32.6066,21.7377,-21.7377,21.7377,21.7377,32.6066
13.144000,23.0779,-74.6147,74.6147,15.3853,-74.6147,23.0779,2.1520,1.4347,-1.4347,1.4347,1.4347,2.1520,30.5670,20.3780,-20.3780,20.3780,20.3780,30.5670
13.148000,23.0868,-74.6088,74.6088,15.3912,-74.6088,23.0868,2.2697,1.5132,-1.5132,1.5132,1.5132,2.2697,28.2681,18.8454,-18.8454,18.8454,18.8454,28.2681
13.152000,23.0961,-74.6026,74.6026,15.3974,-74.6026,23.0961,2.3778,1.5852,-1.5852,1.5852,1.5852,2.3778,25.7358,17.1572,-17.1572,17.1572,17.1572,25.7358
13.156000,23.1058,-74.5961,74.5961,15.4039,-74.5961,23.1058,2.4754,1.6502,-1.6502,1.6502,1.6502,2.4754,22.9957,15.3305,-15.3305,15.3305,15.3305,22.9957
13.160000,23.1159,-74.5894,74.5894,15.4106,-74.5894,23.1159,2.5616,1.7077,-1.7077,1.7077,1.7077,2.5616,20.0738,13.3826,-13.3826,13.3826,13.3826,20.0738
13.164000,23.1263,-74.5825,74.5825,15.4175,-74.5825,23.1263,2.6357,1.7572,-1.7572,1.7572,1.7572,2.6357,16.9959,11.3306,-11.3306,11.3306,11.3306,16.9959
13.168000,23.1369,-74.5754,74.5754,15.4246,-74.5754,23.1369,2.6973,1.7982,-1.7982,1.7982,1.7982,2.6973,13.7877,9.1918,-9.1918,9.1918,9.1918,13.7877
13.172000,23.1478,-74.5681,74.5681,15.4319,-74.5681,23.1478,2.7459,1.8306,-1.8306,1.8306,1.8306,2.7459,10.4750,6.9833,-6.9833,6.9833,6.9833,10.4750
13.176000,23.1589,-74.5608,74.5608,15.4392,-74.5608,23.1589,2.7810,1.8540,-1.8540,1.8540,1.8540,2.7810,7.0836,4.7224,-4.7224,4.7224,4.7224,7.0836
13.180000,23.1700,-74.5533,74.5533,15.4467,-74.5533,23.1700,2.8025,1.8683,-1.8683,1.8683,1.8683,2.8025,3.6394,2.4263,-2.4263,2.4263,2.4263,3.6394
13.184000,23.1813,-74.5458,74.5458,15.4542,-74.5458,23.1813,2.8101,1.8734,-1.8734,1.8734,1.8734,2.8101,0.1681,0.1121,-0.1121,0.1121,0.1121,0.1681
13.188000,23.1925,-74.5383,74.5383,15.4617,-74.5383,23.1925,2.8039,1.8692,-1.8692,1.8692,1.8692,2.8039,-3.3044,-2.2029,2.2029,-2.2029,-2.2029,-3.3044
13.192000,23.2037,-74.5309,74.5309,15.4691,-74.5309,23.2037,2.7837,1.8558,-1.8558,1.8558,1.8558,2.7837,-6.7523,-4.5016,4.5016,-4.5016,-4.5016,-6.7523
13.196000,23.2148,-74.5235,74.5235,15.4765,-74.5235,23.2148,2.7499,1.8333,-1.8333,1.8333,1.8333,2.7499,-10.1500,-6.7666,6.7666,-6.7666,-6.7666,-10.1500
13.200000,23.2257,-74.5162,74.5162,15.4838,-74.5162,23.2257,2.7026,1.8018,-1.8018,1.8018,1.8018,2.7026,-13.4714,-8.9809,8.9809,-8.9809,-8.9809,-13.4714
13.204000,23.2364,-74.5091,74.5091,15.4909,-74.5091,23.2364,2.6423,1.7615,-1.7615,1.7615,1.7615,2.6423,-16.6909,-11.1273,11.1273,-11.1273,-11.1273,-16.6909
13.208000,23.2468,-74.5021,74.5021,15.4979,-74.5021,23.2468,2.5693,1.7129,-1.7129,1.7129,1.7129,2.5693,-19.7827,-13.1884,13.1884,-13.1884,-13.1884,-19.7827
13.212000,23.2569,-74.4954,74.4954,15.5046,-74.4954,23.2569,2.4842,1.6561,-1.6561,1.6561,1.6561,2.4842,-22.7209,-15.1472,15.1472,-15.1472,-15.1472,-22.7209
13.216000,23.2666,-74.4889,74.4889,15.5111,-74.4889,23.2666,2.3878,1.5918,-1.5918,1.5918,1.5918,2.3878,-25.4797,-16.9865,16.9865,-16.9865,-16.9865,-25.4797
13.220000,23.2760,-74.4827,74.4827,15.5173,-74.4827,23.2760,2.2807,1.5204,-1.5204,1.5204,1.5204,2.2807,-28.0333,-18.6889,18.6889,-18.6889,-18.6889,-28.0333
13.224000,23.2849,-74.4767,74.4767,15.5233,-74.4767,23.2849,2.1638,1.4425,-1.4425,1.4425,1.4425,2.1638,-30.3560,-20.2373,20.2373,-20.2373,-20.2373,-30.3560
13.228000,23.2933,-74.4711,74.4711,15.5289,-74.4711,23.2933,2.0382,1.3588,-1.3588,1.3588,1.3588,2.0382,-32.4219,-21.6146,21.6146,-21.6146,-21.6146,-32.4219
13.232000,23.3012,-74.4659,74.4659,15.5341,-74.4659,23.3012,1.9048,1.2699,-1.2699,1.2699,1.2699,1.9048,-34.2053,-22.8035,22.8035,-22.8035,-22.8035,-34.2053
13.236000,23.3085,-74.4610,74.4610,15.5390,-74.4610,23.3085,1.7649,1.1766,-1.1766,1.1766,1.1766,1.7649,-35.6802,-23.7868,23.7868,-23.7868,-23.7868,-35.6802
13.240000,23.3153,-74.4565,74.4565,15.5435,-74.4565,23.3153,1.6198,1.0799,-1.0799,1.0799,1.0799,1.6198,-36.8210,-24.5473,24.5473,-24.5473,-24.5473,-36.8210
13.244000,23.3215,-74.4524,74.4524,15.5476,-74.4524,23.3215,1.4708,0.9806,-0.9806,0.9806,0.9806,1.4708,-37.6018,-25.0679,25.0679,-25.0679,-25.0679,-37.6018
13.248000,23.3271,-74.4486,74.4486,15.5514,-74.4486,23.3271,1.3195,0.8797,-0.8797,0.8797,0.8797,1.3195,-37.9968,-25.3312,25.3312,-25.3312,-25.3312,-37.9968
13.252000,23.3320,-74.4453,74.4453,15.5547,-74.4453,23.3320,1.1674,0.7783,-0.7783,0.7783,0.7783,1.1674,-37.9803,-25.3202,25.3202,-25.3202,-25.3202,-37.9803
13.256000,23.3364,-74.4424,74.4424,15.5576,-74.4424,23.3364,1.0162,0.6775,-0.6775,0.6775,0.6775,1.0162,-37.5263,-25.0175,25.0175,-25.0175,-25.0175,-37.5263
13.260000,23.3402,-74.4399,74.4399,15.5601,-74.4399,23.3402,0.8678,0.5785,-0.5785,0.5785,0.5785,0.8678,-36.6092,-24.4061,24.4061,-24.4061,-24.4061,-36.6092
13.264000,23.3433,-74.4378,74.4378,15.5622,-74.4378,23.3433,0.7240,0.4827,-0.4827,0.4827,0.4827,0.7240,-35.2030,-23.4687,23.4687,-23.4687,-23.4687,-35.2030
13.268000,23.3460,-74.4360,74.4360,15.5640,-74.4360,23.3460,0.5869,0.3913,-0.3913,0.3913,0.3913,0.5869,-33.2821,-22.1881,22.1881,-22.1881,-22.1881,-33.2821
13.272000,23.3480,-74.4346,74.4346,15.5654,-74.4346,23.3480,0.4585,0.3057,-0.3057,0.3057,0.3057,0.4585,-30.8205,-20.5470,20.5470,-20.5470,-20.5470,-30.8205
13.276000,23.3496,-74.4336,74.4336,15.5664,-74.4336,23.3496,0.3411,0.2274,-0.2274,0.2274,0.2274,0.3411,-27.7926,-18.5284,18.5284,-18.5284,-18.5284,-27.7926
13.280000,23.3508,-74.4328,74.4328,15.5672,-74.4328,23.3508,0.2369,0.1580,-0.1580,0.1580,0.1580,0.2369,-24.1725,-16.1150,16.1150,-16.1150,-16.1150,-24.1725
13.284000,23.3516,-74.4323,74.4323,15.5677,-74.4323,23.3516,0.1485,0.0990,-0.0990,0.0990,0.0990,0.1485,-19.9343,-13.2895,13.2895,-13.2895,-13.2895,-19.9343
13.288000,23.3520,-74.4320,74.4320,15.5680,-74.4320,23.3520,0.0783,0.0522,-0.0522,0.0522,0.0522,0.0783,-15.0524,-10.0349,10.0349,-10.0349,-10.0349,-15.0524
13.292000,23.3522,-74.4319,74.4319,15.5681,-74.4319,23.3522,0.0290,0.0193,-0.0193,0.0193,0.0193,0.0290,-9.5008,-6.3339,6.3339,-6.3339,-6.3339,-9.5008
13.296000,23.3523,-74.4318,74.4318,15.5682,-74.4318,23.3523,0.0032,0.0021,-0.0021,0.0021,0.0021,0.0032,-3.2538,-2.1692,2.1692,-2.1692,-2.1692,-3.2538
13.300000,23.3523,-74.4318,74.4318,15.5682,-74.4318,23.3523,0.0037,0.0025,-0.0025,0.0025,0.0025,0.0037,3.5131,2.3421,-2.3421,2.3421,2.3421,3.5131
13.304000,23.3523,-74.4318,74.4318,15.5682,-74.4318,23.3523,0.0305,0.0203,-0.0203,0.0203,0.0203,0.0305,9.7325,6.4883,-6.4883,6.4883,6.4883,9.7325
13.308000,23.3526,-74.4316,74.4316,15.5684,-74.4316,23.3526,0.0807,0.0538,-0.0538,0.0538,0.0538,0.0807,15.2575,10.1717,-10.1717,10.1717,10.1717,15.2575
13.312000,23.3530,-74.4313,74.4313,15.5687,-74.4313,23.3530,0.1516,0.1011,-0.1011,0.1011,0.1011,0.1516,20.1139,13.4093,-13.4093,13.4093,13.4093,20.1139
13.316000,23.3538,-74.4308,74.4308,15.5692,-74.4308,23.3538,0.2407,0.1605,-0.1605,0.1605,0.1605,0.2407,24.3275,16.2183,-16.2183,16.2183,16.2183,24.3275
13.320000,23.3550,-74.4300,74.4300,15.5700,-74.4300,23.3550,0.3454,0.2303,-0.2303,0.2303,0.2303,0.3454,27.9241,18.6161,-18.6161,18.6161,18.6161,27.9241
13.324000,23.3566,-74.4290,74.4290,15.5710,-74.4290,23.3566,0.4633,0.3089,-0.3089,0.3089,0.3089,0.4633,30.9294,20.6196,-20.6196,20.6196,20.6196,30.9294
13.328000,23.3587,-74.4275,74.4275,15.5725,-74.4275,23.3587,0.5921,0.3947,-0.3947,0.3947,0.3947,0.5921,33.3694,22.2463,-22.2463,22.2463,22.2463,33.3694
13.332000,23.3613,-74.4258,74.4258,15.5742,-74.4258,23.3613,0.7295,0.4864,-0.4864,0.4864,0.4864,0.7295,35.2697,23.5132,-23.5132,23.5132,23.5132,35.2697
13.336000,23.3645,-74.4237,74.4237,15.5763,-74.4237,23.3645,0.8736,0.5824,-0.5824,0.5824,0.5824,0.8736,36.6563,24.4375,-24.4375,24.4375,24.4375,36.6563
13.340000,23.3683,-74.4211,74.4211,15.5789,-74.4211,23.3683,1.0221,0.6814,-0.6814,0.6814,0.6814,1.0221,37.5546,25.0364,-25.0364,25.0364,25.0364,37.5546
13.344000,23.3727,-74.4182,74.4182,15.5818,-74.4182,23.3727,1.1734,0.7823,-0.7823,0.7823,0.7823,1.1734,37.9908,25.3272,-25.3272,25.3272,25.3272,37.9908
13.348000,23.3777,-74.4149,74.4149,15.5851,-74.4149,23.3777,1.3255,0.8837,-0.8837,0.8837,0.8837,1.3255,37.9905,25.3270,-25.3270,25.3270,25.3270,37.9905
13.352000,23.3833,-74.4111,74.4111,15.5889,-74.4111,23.3833,1.4768,0.9845,-0.9845,0.9845,0.9845,1.4768,37.5797,25.0531,-25.0531,25.0531,25.0531,37.5797
13.356000,23.3895,-74.4070,74.4070,15.5930,-74.4070,23.3895,1.6256,1.0837,-1.0837,1.0837,1.0837,1.6256,36.7841,24.5228,-24.5228,24.5228,24.5228,36.7841
13.360000,23.3963,-74.4025,74.4025,15.5975,-74.4025,23.3963,1.7706,1.1804,-1.1804,1.1804,1.1804,1.7706,35.6296,23.7531,-23.7531,23.7531,23.7531,35.6296
13.364000,23.4037,-74.3976,74.3976,15.6024,-74.3976,23.4037,1.9102,1.2735,-1.2735,1.2735,1.2735,1.9102,34.1419,22.7613,-22.7613,22.7613,22.7613,34.1419
13.368000,23.4116,-74.3923,74.3923,15.6077,-74.3923,23.4116,2.0433,1.3622,-1.3622,1.3622,1.3622,2.0433,32.3469,21.5646,-21.5646,21.5646,21.5646,32.3469
